100090	1150	0	Accounting Associate I
100095	1170	0	Accounting Associate II
100100	2210	0	Accountant
100105		1	ACCOUNTANT I
100110		1	Accountant II
100113		1	Accountant II (29 hrs)
100115		1	Accountant III
100120		0	Accounts Supervisor
100122	2240	0	Public Works Accounting Section Supervisor
100124	2220	0	DHDS Accounting Section Supervisor
100125	2280	0	Assistant Accounting Manager
100130	2310	0	Accounting Manager
100133	2210	0	Financial Analyst
100135		1	Financial Analyst I
100155	2240	0	Senior Financial Analyst
100160	2260	0	Chief Financial Analyst
100165	2310	0	Environmental Services Financial Manager
100205		1	Auditor I
100210		1	AUDITOR II
100215		1	AUDITOR III
100217	2210	0	Auditor
100219	2240	0	Senior Auditor
100223	2260	0	Chief Auditor
100225	2280	0	Assistant Auditing Manager
100230	2310	0	Auditing Manager
100240		1	BINGO AUDITOR I
100245		1	BINGO AUDITOR II
100260	2180	0	Crime Statistician
100300		1	BUDGET ANALYST TRAINEE
100305		1	BUDGET ANALYST I
100309	2210	0	Budget Analyst
100310		1	BUDGET ANALYST II
100312	2240	0	Senior Budget Analyst
100314	2260	0	Chief Budget Analyst
100320	2280	0	Assistant Budgeting Manager
100325	2310	0	Budgeting Manager
100405	2170	0	Revenue Supervisor
100406		1	SENIOR REVENUE INSPECTOR
100408	2210	0	Revenue Analyst
100410		1	REVENUE AUDITOR
100411	2240	0	Senior Revenue Analyst
100413	2260	0	Chief Revenue Analyst
100415	2280	0	Assistant Revenue Manager
100420	2310	0	Revenue Manager
100505		1	INVENTORY COORDINATOR
100510	1190	0	Fixed Assets Manager
100548	2220	0	Assistant Police Business Manager
100550	2250	0	Police Business Manager
100600	2240	0	Assistant Airport Business Manager
100605	2280	0	Airport Business Manager
100620	2240	0	Central Garage Business Officer
100630		1	Fiscal Unit Manager
100635	2240	0	Assistant Library Business Manager
100640	2280	0	Library Business Manager
100645	2260	0	Library Facilities & Security Manager
100655		1	PUBLIC WORKS BUSINESS MANAGER
100665		0	Assistant Public Works Director of Capital Improvement
100670	2310	0	Assistant Public Works Director of Management/Finance
100695	2210	0	Retirement Analyst
100700	2240	0	Senior Retirement Analyst
100710		1	RETIREMENT BENEFITS SPECIALIST
100715		0	Retirement Accounting Manager
100718	2280	0	Retirement Benefits Manager
100722	2280	0	Retirement Financial Manager
100740	2220	0	Assistant Financial Projects Coordinator
100745	2270	0	Financial Projects Coordinator
100750	2330	0	Assistant Finance Director
100753	2280	0	Assistant Service Fee Manager
100755		1	CENTROPLEX BUSINESS MANAGER
100760	2270	0	Debt Management Officer
100765	2310	0	Service Fee Manager
100775	2260	0	EMS Business Manager
100780	2230	0	Assistant EMS Business Manager
100875	2220	0	EMS Billing Manager
101100		0	Drafter
101105		1	DRAFTSMAN
101108	2220	0	Intern Architect
101110		1	LANDSCAPE/ARCHITECTURAL DESIGN DRAF
101160	2230	0	Landscape Architect
101165	2310	0	Parishwide Landscape Manager
101170	2310	0	Special Projects Architect
101175	2260	0	Architect
101180	2290	0	Senior Architect
101185	2320	0	Chief Architect
101205	1080	0	Engineering Aide Trainee
101210	1120	0	Engineering Aide I
101215	1140	0	Engineering Aide II
101220	1170	0	Engineering Aide III
101225	1190	0	Engineering Technician
101230	2220	0	Floodplain Manager
101305	2290	0	Professional Land Surveyor
101403	2190	0	Engineer Intern Applicant
101405		1	ENGINEER-IN-TRAINING APPLICANT
101408	2220	0	Engineer Intern
101410		1	ENGINEER-IN-TRAINING
101412	2240	0	Senior Engineer Intern
101415		1	SENIOR ENGINEER IN TRAINING
101430	2260	0	Professional Engineer I
101435	2270	0	Professional Engineer II
101440	2290	0	Professional Engineer III
101445	2300	0	Professional Engineer IV
101470		1	TRAFFIC ENGINEER
101480		1	ASSISTANT CHIEF ENGINEER
101485		1	CHIEF ENGINEER
101490	2310	0	Special Projects Engineer
101495		1	ASSIST PUBLIC WORKS DIRECTOR
101498		1	ASSISTANT TO THE PUBLIC WORKS DIR
101528	2330	0	Chief Design & Construction Engineer
101530		0	Chief Construction Engineer
101533	2330	0	Chief of Engineering & Technology/Wastewater
101535		0	Chief Design Engineer
101538	2330	0	Chief of Operations & Maintenance/Wastewater
101540	2330	0	Chief Traffic Engineer
101543		0	Chief Operations Engineer
101550		0	Deputy Public Works Director of Engineering & Planning
101555		0	Special Assistant to the Public Works Director
101570	2290	0	Assistant Urban Development Director
1016		1	BINGO AUDITOR I
101600	2270	0	Planning Project Coordinator
101605	2150	0	Planner I
101610	2190	0	Planner II
101615	2220	0	Planner III
101617		1	ASSISTANT PLANNING DIRECTOR
101618		0	Planner IV
101620	2290	0	Environmental Coordinator
101621	2290	0	Infrastructure Protection Coordinator
101622	2220	0	Senior Planner
101625	2250	0	Planning Manager
102		1	ASSISTANT YOUTH COORDINATOR
102105	1110	0	Computer Operator I
102110	1130	0	Computer Operator II
102113	1131	0	Computer Operator II (42 hrs)
102115	1150	0	Computer Operator III
102116	1151	0	Computer Operator III (42 hrs)
102123	1160	0	Network Technician I
102125	1180	0	Network Technician II
102127	1200	0	Senior Network Technician
102128	2240	0	Information Services Network Administrator
102130	1180	0	Computer Room Supervisor
102145	1190	0	Telecommunications Technician
102205		1	DATA CONTROL SUPERVISOR
102305	1200	0	Computer Programmer/Systems Analyst I
102310	2220	0	Computer Programmer/Systems Analyst II
102313	2220	0	Information Services Server Analyst
102314	2250	0	Information Services Senior Server Analyst
102318	2250	0	Senior Computer Programmer/Systems Analyst
102319	2280	0	Information Services Operations Supervisor
102321	2280	0	Information Services Project Manager
102325	2310	0	Information Services Programming Supervisor
102330	2290	0	Information Services Database Manager
102345	2220	0	Information Services Web Author
102350	1200	0	PC LAN Specialist
102356		1	MIS NETWORK SPECIALIST
102400	2230	0	PC LAN Administrator
102640	2320	0	Assistant Director of Information Services
102655		0	Public Works Computer Systems Manager
102680	2270	0	Computer/Electronics Systems Manager
102690	1200	0	Computer/Electronics Systems Technician
102700	2280	0	Geographic Information Systems (GIS) Manager
102705	2190	0	Geographic Information Systems (GIS) Analyst
102710	2220	0	Senior Geographic Information Systems (GIS) Analyst
102715	2250	0	Geographic Information Systems (GIS) Coordinator
103		1	YOUTH COORDINATOR
103111	1130	0	Human Resources Specialist
103115	1170	0	Senior Human Resources Specialist
1032		1	ACCOUNTANT I
103205		1	PERSONNEL ANALYST I
103208	2220	0	Human Resources Analyst
103211	2250	0	Senior Human Resources Analyst
103305		1	EEO/AA COORDINATOR
103545	2280	0	Human Resources Division Manager
1037		1	ACCOUNTANT II
103840	2310	0	Assistant Human Resources Director
103845		1	Deputy Human Resources Director
104103	1050	0	Library Page (10 hrs)
104105	1050	0	Library Page (20 hrs)
104108	1050	0	Library Aide (10 hrs)
104110	1050	0	Library Aide (20 hrs)
104205	1150	0	Library Technician I
104207	1150	0	Library Technician I (10 hrs)
104209	1150	0	Library Technician I (20 hrs)
104210	1170	0	Library Technician II
104212		1	LIBRARY TECHNICIAN II (1/2TIME)
104214	1180	0	Library Technician III
104216	1180	0	Library Technician III (20 hrs)
104220	1170	0	Student Librarian (20 hrs)
104304	2200	0	Librarian I (20 hrs)
104305	2200	0	Librarian I
104310	2220	0	Librarian II
104315	2250	0	Librarian III
104320	2280	0	Librarian IV
104450	2310	0	Assistant Library Director
105095	1140	0	Social Services Coordinator
105104		1	SOCIAL SERVICE COORDINATOR III
105105		1	PROBATION OFFICER I
105110	1150	0	Probation Officer
105115		1	PROBATION OFFICER II
105117		0	Juvenile Probation Officer
105119	1170	0	Juvenile Probation Officer/POST Certified
105127		1	Senior Juvenile Probation Officer
105129	1200	0	Senior Juvenile Probation Officer/POST Certified
105130		1	CASEWORK SUPERVISOR I
105137	2170	0	Senior Probation Officer
105145	2160	0	Community Relations Supervisor
105148		0	Special Programs Supervisor
105150	2230	0	Chief of Probation
105155	2200	0	Deputy Chief of Probation
105190	2220	0	Pretrial Coordinator
105195		1	Director of Pretrial Diversion
105198	2220	0	Court Services Coordinator
105210		1	Director, Court Services Division
105221		0	Grants Administrator
105230		0	Housing Program Manager
105310		0	Housing Program Specialist
105320		0	Senior Housing Program Specialist
105325		0	Housing Program Officer
105350	1050	0	Outreach Worker I
105355		1	OUTREACH WORKER II
105357	2130	0	Head Start Center Supervisor (9.5 months)
105360	1050	0	Substitute Teacher Aide
105361	2130	0	Head Start Center Supervisor
105362	1050	0	Teacher Aide (20 hrs)
105363	1050	0	Teacher Aide
105364	1080	0	Teacher (12 hrs)
105365	1080	0	Teacher
105366	1080	0	Teacher (10 hrs)
105368		1	TEACHER (20 HR/WEEK)
105370		1	EEO/AFFIRMATIVE ACTION COMP OFFICER
105371		1	HEAD TEACHER
105372		1	PARENT INVOLVEMENT TRAINING SPEC
105373	2170	0	Nutrition Supervisor
105374	2160	0	Health/Handicap Supervisor
105375		1	HEAD START EDUCATION SUPERVISOR
105377		1	ASSISTANT HEAD START COORDINATOR
105378		1	HEAD START COORDINATOR
105379		1	DIR OF OFFICE OF SOCIAL SERVS
105381	1050	0	Teacher Aide (9.5 months)
105382	1080	0	Teacher (9.5 Months)
105385	2180	0	Program Planning Analyst II
105386	2240	0	Quality Assurance Manager - Head Start
105390		1	EMPLOYMENT & TRAINING TECHNICIAN I
105393	1120	0	Career Development Specialist
105394	1120	0	Career Development Specialist (5 months)
105395		1	EMPLOYMENT & TRAINING TECH II
105398	1140	0	Senior Career Development Specialist
105400		1	EMPLOYMENT & TRAINING TECH III
105403	1160	0	Career Development Supervisor
105405		1	EMPLOYMENT & TRAINING TECH IV
105445	2190	0	Detention Facility Counselor
105450	2240	0	Detention Facility Manager
105460		1	YOUTH CAMP SUPERVISOR
105465		1	Bus Monitor
105470		1	School Crossing Guard
105480		1	LEO S. BUTLER COMMUNITY CENTER DIR.
105485		0	Community Service Center Manager
105490	1120	0	Assistant to the Community Service Center Manager
105495	1120	0	Family Service Worker
105500	2260	0	Program Administrator - Head Start
105510	2230	0	Assistant Program Administrator - Head Start
105520	1090	0	Teacher Advanced
105521	1090	0	Teacher Advanced (9.5 months)
105535		0	Assistant Chief WIA Administrator
105537	2230	0	Program Coordinator
105550		0	Chief Social Services Officer
105555	2260	0	Program Administrator - Social Services
105560	2180	0	Social Services Information Analyst
105565	2280	0	Chief Service Officer
105575	1170	0	Juvenile Probation Counselor I
105580	1190	0	Juvenile Probation Counselor II
105585	2210	0	Senior Juvenile Probation Counselor
105587	2240	0	Juvenile Probation Manager
105590	2260	0	Licensed Clinical Social Worker
105600	2280	0	Executive Program Administrator
105640	1090	0	Family Advocate
105641	1090	0	Family Advocate (9.5 months)
105655	1140	0	Police Victim Advocate
105660	2240	0	Community Development Division Manager
105662	1140	0	Program Specialist
105665	1160	0	Senior Program Specialist
105668	2190	0	Program Analyst
105670	2220	0	Senior Program Analyst
105672	1110	0	Intake Specialist
105675	2140	0	Content Area Specialist
105676	2140	0	Content Area Specialist (9.5 months)
105680	2180	0	Community Outreach Coordinator
105693	2190	0	Community Planner II
105700	2260	0	Program Administrator - HIV/AIDS
105705	2210	0	Data Coordinator
105710	2205	0	Quality Improvement Coordinator
105715		0	Public Health Analyst
105720	2240	0	Quality Assurance Manager - Ryan White
1060		1	AUDITOR II
106115	2220	0	Building Contract Specialist
106130	2150	0	Legal Assistant
106219	1180	0	Right-of-Way Agent I
106220		1	RIGHT-OF-WAY AGENT
106221	2200	0	Right-of-Way Agent II
106223	2220	0	Senior Right-of-Way Agent
106225		1	BUYER I
106230		1	BUYER II
106240	2160	0	Purchasing Analyst I
106245	2180	0	Purchasing Analyst II
106248	2220	0	Senior Purchasing Analyst
106250		0	Assistant Purchasing Director
106300		1	AIRPORT COMPLIANCE COORDINATOR
106310	2190	0	Airport Compliance Coordinator
106325		1	SMALL CLAIMS ADJUSTER
106328		1	Risk Technician
106330	2180	0	Claims Adjuster
106335		1	Claims Supervisor
106345		1	CHIEF CLAIMS ADJUSTER
106365	2280	0	Risk & Claims Manager
106450	2250	0	Risk Management Project Coordinator
107		1	DIRECTOR OF HUMAN SERVICES
107105		1	REVENUE INSPECTOR I
107113	1150	0	Revenue Inspector
107215	2230	0	Wastewater Inspections Coordinator
107310		1	SAFETY INSPECTOR
107345	1160	0	Plans Analyst I
107355	1180	0	Plans Analyst II
107400	1200	0	Plans Analyst III
107415		1	RESIDENTIAL PLANS ANALYST II
107440	2230	0	Chief Plans Analyst
107505	1130	0	Housing Inspector
107520	1140	0	Senior Housing Inspector
107530		0	Housing Inspections Manager
107605		0	Construction Inspector I
107610		0	Construction Inspector II
107615		0	Code Enforcement Specialist
107620		0	Construction Combination Insp I
107621		0	Construction Combination Insp II
107625	2210	0	Chief Construction Inspector
107630		0	Chief Construction Combination Inspector
107640	1130	0	Code Enforcement Officer I
107642	1140	0	Code Enforcement Officer II
107644	1160	0	Code Enforcement Officer III
107646	1170	0	Code Enforcement Officer IV
107648	1200	0	Code Enforcement Officer V
107650	2230	0	Chief Code Enforcement Officer
107655	2310	0	Code Enforcement Manager
107740	2240	0	Assistant Building Official
107743	2250	0	Deputy Building Official
107745		1	DEPUTY BUILDING OFFICIAL
107750	2310	0	Building Official
107755	1130	0	Street Light Coordinator
107757	2310	0	Street Maintenance Manager
107760	1150	0	Neighborhood Improvement Specialist
107765	1150	0	Service Fee Investigator
1079		1	BUDGET ANALYST I
108015		1	ADMINISTRATIVE ASSISTANTI
1081		1	BUDGET ANALYST II
108110		1	ADMINISTRATIVE ASSISTANTII
108225		1	CENTROPLEX SALES MANAGER
108275	2150	0	Air Service Coordinator
108330		1	RETIRE ADMIN & INVESTMENT COORDINAT
108400	2310	0	Drainage Maintenance Manager
108425	2140	0	Operations Manager
108450		1	ASSIST TO DIRECTOR OF CENTROPLEX
108525		1	EMS ADMINISTRATIVE MANAGER
108540	2180	0	Executive Assistant
108545	2220	0	Sustainability & Renewable Energy Coordinator
108550	2260	0	Recycling Manager
108555	2160	0	Assistant Recycling Manager
108575	2260	0	Development Project Director
108610	2200	0	Public Works Employee Relations Analyst
108630		1	Deputy Public Works Director
108700		1	ASSISTANT TO DIR OF ABC/GAMING ENF.
108710	2190	0	Parish Attorney Operations Coordinator
108756		1	QUALITY & TRAINING ASSISTANT
108758		1	QUALITY & TRAINING SPECIALIST
108760		1	SENIOR QUALITY & TRAINING SPEC
108765		1	QUALITY MANAGER
108766		1	ASSISTANT DIRECTOR OF RECYCLING
109130		1	COMMUNITY SERVICE COORDINATOR
109240		1	CENTROPLEX SUPERINTENDENT OF OPERA
109245	2310	0	Assistant Public Works Director of Workforce Development
109253	1160	0	Complaint Specialist
109255	2220	0	Complaint Manager
109260	2200	0	311 Call Center Manager
109265	1160	0	Assistant 311 Call Center Manager
109270	1120	0	311 Call Center Representative
109280	1120	0	Service Station Supervisor
109315		1	PUBLIC WORKS SCALEROOM SUPERVISOR
109323	1130	0	Parking Garage Supervisor
109325	1140	0	Assistant Parking Garage Manager
109330	2160	0	Parking Garage Manager
109425		1	BUILDING & GROUNDS CUSTODIAL SUPERV
109525		0	Facility Maintenance Supervisor
109577		1	DEPUTY FACILITIES MANAGER
109580	2240	0	Facilities Manager
109585	2270	0	Building Services & Security Manager
109710		1	ASST TO THE DIRECTOR OF AVIATION
109715	2270	0	Airport Development & Administrative Manager
109725	2250	0	Public Works Operations Manager
109730	2270	0	Airport Safety & Operations Manager
109831	2250	0	Vehicle & Equipment Maintenance Manager
109840	2220	0	Property & Development Coordinator
109850	2270	0	Airport Marketing Manager
109890	2250	0	Deputy Judicial Administrator/City Court
110090	1070	0	Clerical Specialist
110091	1070	0	Clerical Specialist (9.5 months)
110105		1	CLERK I
110106	1070	1	Clerical Specialist I
110110		1	CLERK II
110112		1	CLERK II (25 HRS./WK.)
110115		1	CLERK III
110118	1080	1	Clerical Specialist II
110120		1	CLERK IV
110123		1	CLERICAL SPECIALIST III(20HRS./WK.)
110128	1090	1	Clerical Specialist III
110130		1	CLERK TYPIST I
110132	1090	0	Senior Clerical Specialist
110134		1	SENIOR CLERICAL SPECIALIST
110135		1	CLERK TYPIST II
110140		1	CLERK TYPIST III
110145		1	CLERK TYPIST IV
110165		1	CLERK STENOGRAPHER II
110170		1	CLERK STENOGRAPHER III
110205		1	DEPARTMENTAL SECRETARY
110305		1	LEGAL SECRETARY
110425		1	PUBLIC RELATIONS CLERK
110430	1110	0	Legal Specialist
110435	1130	0	Senior Legal Specialist
110440	1150	0	Deputy Clerk of City Court
110450	2180	0	Chief Deputy Clerk of City Court
110460	2220	0	Senior Deputy Clerk of City Court
110465	2230	0	Director of Criminal/Traffic Division
110470	1160	0	Legal Secretary
110480	1170	0	Legal Administrative Supervisor
110620	1110	0	Administrative Specialist I
110625	1130	0	Administrative Specialist II
110630	1150	0	Senior Administrative Specialist
110645	1140	0	Records Supervisor
110655	2190	0	Medical Records Administrator
110705		1	COURT CLERK I
110710		1	COURT CLERK II
110805		1	JUDICIAL ASSISTANT I
111100		1	Fiscal Clerk
111105		1	DATA ENTRY OPERATOR I
111108	1090	0	Fiscal Specialist
111110		1	DATA ENTRY OPERATOR II
111130	1110	0	Senior Fiscal Specialist
111205		1	ACCOUNTING CLERKI
111210		1	ACCOUNTING CLERK II
111220		1	COMPLAINT SERVICE CLERK
111305	1060	0	Mail Clerk
111320	1090	0	Assistant Mail Room Supervisor
111325	1130	0	Mail Room Supervisor
111630		1	RETIREMENT BENEFITS COORDINATOR
111706		1	SERVICE FEE CLERK I
111710		1	SERVICE FEE CLERK
111720		1	SERVICE FEE SUPERVISOR
111732	1060	0	Parking Garage Attendant I
111735	1080	0	Parking Garage Attendant II
111740	1070	0	Parking Meter Collector
112105		1	CASHIER
112225		1	PARKING METER COLLECTOR
1124		1	SMALL CLAIMS ADJUSTER
1125		1	CLAIMS ADJUSTER
113105	1050	0	Stock Clerk I
113110	1080	0	Stock Clerk II
113121	1100	0	Senior Stock Clerk (20 hrs)
113125	1100	0	Senior Stock Clerk
113130		1	ASSISTANT INVENTORY COORDINATOR
113135	1100	0	Automotive Parts Technician
1132		1	INSURANCE TECHNICIAN
113225	1160	0	Automotive Parts Supervisor
113325	1130	0	Grants Property Manager
113425	1120	0	Inventory Supervisor
113428	1140	0	Airport Supply Manager
113429	1150	0	Assistant Inventory & Supply Manager
113430	2190	0	Inventory & Supply Manager
114105		1	PBX OPERATOR
114110	1080	0	Communications Security Specialist
114120	1110	0	Surveillance-System Monitor
114125	1070	0	Dispatcher
114135		1	RECEPTIONIST
114205		1	COMPLAINT INVESTIGATOR
114215	2160	0	Accreditation Analyst
114220	1110	0	Accreditation Specialist
114225	1140	0	Police Evidence Technician
114230		0	Police Forensic Scientist
114235	1110	0	Crime Specialist
114237	1140	0	Senior Crime Specialist
114325	2140	0	Public Relations Specialist
114327		1	PUBLIC INFORMATION COORDINATOR
114330	2180	0	Public Relations Coordinator
114425		1	ADVERTISING & PROM SERVICES COORD
114505		1	DUPLICATING EQUIPMENT OPERATOR I
114507		1	DUPLICATING EQUIPMENT OPERATOR
1146		1	RIGHT-OF-WAY AGENT
119		1	** UNKNOWN  JOB CODE **
120		1	PURCHASING AGENT
120101		1	CHILD CARE NURSE
120102	1090	0	Drug Technician
120106		1	REGISTERED NURSE I (16 HRS./WK.)
120110		1	REGISTERED NURSE II
120150	2220	0	RN-Medical Review Program Specialist
120200	1151	0	EMT Basic
120201	1151	0	Relief EMT Basic
120205		0	EMT Intermediate
120210	1201	0	EMT Paramedic
120211	1201	0	Relief EMT Paramedic
120213	1171	0	Advanced EMT
120215	1211	0	EMS Unit Commander
120220	1231	0	EMS Deputy Shift Supervisor
120225	1251	0	EMS Shift Supervisor
120227	2230	0	EMS Public Service Coordinator
120232	2260	0	EMS Public Education Manager
120240	2270	0	Chief EMS Operations Officer
120245	2260	0	Deputy Chief EMS Operations Officer
120250	2230	0	Assistant EMT Training Officer
120260	2260	0	EMT Training Officer
120270	2230	0	EMS Planning & Research Specialist
120280	2260	0	EMS Planning & Research Manager
120292	2260	0	EMS Employee Development Officer
120305		1	ASSISTANT TO THE CORONER
120320		1	SENIOR MEDICAL INVESTIGATOR
120325		1	MEDICAL INVESTIGATOR
120375	2180	0	Crime Laboratory Technician
120405	1170	0	Laboratory Technician
120410	2205	0	Entomologist
120415		1	BIOLOGIST
120425	2160	0	Wastewater Certification Instructor
120435	2200	0	Assistant Wastewater Laboratory Supervisor
120440	2230	0	Wastewater Laboratory Supervisor
120450		0	All Hazards Coordinator
120460		1	Training & Exercise Coordinator
120470		0	Emergency Preparedness Planning & Research
120490		0	Training & Exercise Specialist
120515	1170	0	Environmental Specialist
120525	2270	0	Environmental & Wastewater Pretreatment Manager
120540	2260	0	Solid Waste Manager
120545	2290	0	Sanitation Manager
120605		1	KENNEL ATTENDANT
120610		1	KENNEL SUPERVISOR
120625		1	ANIMAL CONTROL OFFICER
120705	1125	0	Pest Control Inspector I
120710	1145	0	Pest Control Inspector II
120715	1165	0	Pest Control Inspector III
120725	1165	0	Night Spray Supervisor
120730	1155	0	Mosquito Control Specialist
120745	2295	0	Assistant Director of Mosquito & Rodent Control
120760	1201	0	Prison Health Care Technician
120761		0	Relief Prison Health Care Technician
120763	1211	0	Senior Prison Health Care Technician
120764	2230	0	Assistant Nursing Services Director
120766	2260	0	Nursing Services Director
120768	2160	0	Assistant to the Prison Health Care Manager
120770	2270	0	Prison Health Care Manager
120816	2250	0	Emergency Preparedness Chief of Operations
120826		1	EMERGENCY PREPAREDNESS COORDINATOR
120830	2230	0	Emergency Preparedness Coordinator
120835		1	EMERG PREP MEDICAL RESPONSE MANAGER
120840		1	Emergency Preparedness Medical Response Coordinator
120845		0	Emergency Preparedness Specialist
120880	2220	0	Safety Officer
120910		0	Assistant Public Works Safety, Health & Training Officer
120920	2200	0	Public Works Safety, Health & Training Officer
120924		1	ASST SAFETY & OCCUP HEALTH MANAGER
120925		1	SAFETY & OCCUPATIONAL HEALTH MANAGE
121104		1	FINGERPRINT TECHNICIAN TRAINEE
121105		1	FINGERPRINT TECHNICIAN I
121110		1	FINGERPRINT TECHNICIAN II
121205		1	LEGAL INVESTIGATOR I
121208	1150	0	Legal Investigator
121210		1	LEGAL INVESTIGATOR II
121213	1170	0	Senior Legal Investigator
121215	2190	0	Chief Legal Investigator
121216		1	ASSISTANT DIR OF GAMING ENFORCEMENT
121218	2290	0	Director, Alcoholic Beverage Control/Gaming Enforcement
121227	2170	0	Abstractor
1220		1	ASSISTANT DATA PROCESSING MANAGER
123105		1	EMS COMMUNICATIONS OFF I (42HR)
123125	1201	0	Emergency Communications Officer
123126	1201	0	Relief Emergency Communication Officer
123320	2180	0	Public Safety Radio System Coordinator
123325		0	Telecommunications Radio System Coordinator
123405	1211	0	Emergency Communications Assistant Shift Supervisor
123410		0	Emergency Communications Training Officer
123425	1231	0	Emergency Communications Shift Supervisor
123450	2260	0	Emergency Communications Chief of Operations
123527	2260	0	Telecommunications Chief of Operations
123530		1	ASST TELECOMMUNICATIONS MANAGER
123535		1	TELECOMMUNICATIONS MANAGER
123540	2220	0	Communications System Manager
123545	2270	0	Communications Chief Applications Administrator
123550	2270	0	EBRP Communications District Manager
123555	2180	0	Communications Database Manager
123560		1	EMERGENCY PREPAREDNESS COMM OFFICER
124105	1040	0	Custodian
124108		1	CUSTODIAN (20 HRS./WK.)
124115	1060	0	Housekeeper
124125		1	LEAD CUSTODIAN
124130	1050	0	Building Attendant
124131	1050	0	Building Attendant (9.5 months)
124132	1050	0	Building Attendant (10 months)
